0.02405136,0.1673196,-0.2528264,-0.4366682,0.7353148,-0.1671362,-0.4906104,
0.02405011,0.1673465,-0.2528472,-0.4366439,0.7353013,-0.1671543,-0.4906459,
0.02404971,0.1673454,-0.2528447,-0.4366523,0.7353044,-0.1671268,-0.4906434,
0.02404739,0.1673308,-0.2528382,-0.4366889,0.7353138,-0.1671266,-0.4905967,
0.0240503,0.1673262,-0.2528346,-0.4366915,0.7353112,-0.1671239,-0.4905993,
0.02405078,0.1673252,-0.2528304,-0.4367174,0.7353078,-0.1671118,-0.4905855,
0.02404688,0.1673371,-0.252843,-0.4366827,0.7353016,-0.1671308,-0.4906191,
0.02405212,0.1673347,-0.2528371,-0.4366761,0.7353009,-0.1671268,-0.4906275,
0.02405219,0.1673203,-0.2528254,-0.4366997,0.7352933,-0.167158,-0.490607,
0.02404883,0.1673236,-0.2528317,-0.4366631,0.7353045,-0.1671415,-0.4906287,
0.02405184,0.1673157,-0.2528231,-0.4367102,0.7353054,-0.1671143,-0.4905947,
0.02405173,0.1673148,-0.2528253,-0.4367128,0.7352998,-0.1671409,-0.4905916,
0.02405411,0.1673248,-0.2528265,-0.4366527,0.7353057,-0.1671326,-0.4906391,
0.02404944,0.1673181,-0.2528228,-0.436682,0.7353088,-0.1671093,-0.4906163,
0.02404992,0.167319,-0.2528234,-0.4366628,0.7353174,-0.1671255,-0.4906149,
0.02404983,0.1673163,-0.2528194,-0.436656,0.735307,-0.1671391,-0.4906319,
0.02405104,0.1673125,-0.2528166,-0.4366875,0.7352977,-0.1671357,-0.490619,
0.02405224,0.1673188,-0.2528269,-0.4366953,0.7352948,-0.1671302,-0.4906183,
0.02404792,0.1673196,-0.2528253,-0.436707,0.7353021,-0.1671328,-0.4905961,
0.02404761,0.1673495,-0.252851,-0.4366776,0.7353081,-0.1671136,-0.4906198,
0.02405255,0.1673176,-0.2528254,-0.4366964,0.735296,-0.1671312,-0.4906153,
