0.02405511,0.1673418,-0.2528406,-0.4366388,0.7353286,-0.1670984,-0.4906288,
0.02405063,0.1673242,-0.2528287,-0.4366949,0.7353174,-0.167099,-0.4905955,
0.02405313,0.1673281,-0.2528321,-0.4367093,0.7352926,-0.1671418,-0.4906053,
0.02405643,0.1673295,-0.2528274,-0.4366771,0.7353021,-0.167123,-0.4906261,
0.02405176,0.1673279,-0.2528316,-0.4367198,0.7352986,-0.1671282,-0.4905914,
0.0240521,0.1673198,-0.2528227,-0.4366911,0.7352999,-0.1671296,-0.4906147,
0.02405429,0.1673384,-0.25284,-0.4366529,0.735316,-0.1671052,-0.4906327,
0.02405433,0.1673363,-0.2528366,-0.4366608,0.7353107,-0.1671213,-0.4906281,
0.02405343,0.1673222,-0.2528229,-0.436681,0.7353058,-0.1671334,-0.4906133,
0.02405099,0.1673324,-0.2528335,-0.4366736,0.7353243,-0.1671056,-0.4906017,
0.0240539,0.1673316,-0.2528332,-0.4366683,0.7353047,-0.167124,-0.4906297,
0.02405412,0.1673303,-0.2528241,-0.4366776,0.7353049,-0.1670942,-0.4906312,
0.02405063,0.167336,-0.2528383,-0.4367205,0.7353122,-0.1670807,-0.4905867,
0.02405475,0.1673382,-0.2528366,-0.4366668,0.7353067,-0.1671189,-0.4906297,
0.0240539,0.1673387,-0.2528386,-0.4366771,0.7352967,-0.1671329,-0.4906307,
0.02404897,0.1673325,-0.2528344,-0.43666,0.7353211,-0.1671315,-0.4906098,
0.02404997,0.1673178,-0.2528192,-0.4367119,0.735321,-0.167092,-0.4905772,
0.02405047,0.1673381,-0.2528376,-0.43667,0.73531,-0.1671205,-0.4906213,
0.02405188,0.1673229,-0.2528258,-0.4367042,0.7353125,-0.1671074,-0.4905918,
0.02405535,0.1673309,-0.2528315,-0.4366742,0.7353157,-0.1670961,-0.4906174,
0.02405179,0.1673438,-0.2528411,-0.4366598,0.7353109,-0.1671121,-0.490632,
0.02405438,0.1673402,-0.2528395,-0.4367139,0.735299,-0.1670958,-0.4906071,
0.02405562,0.1673306,-0.2528245,-0.4366666,0.7353055,-0.1671358,-0.4906258,
0.02405455,0.1673433,-0.2528407,-0.4366615,0.7353122,-0.1671159,-0.4906272,
0.02405396,0.1673321,-0.25283,-0.4366556,0.7353106,-0.1671327,-0.490629,
0.02405388,0.1673336,-0.2528338,-0.436671,0.7353157,-0.1671161,-0.4906134,
0.02405108,0.1673262,-0.2528302,-0.4366903,0.7353135,-0.1671148,-0.4906,
0.02405289,0.1673334,-0.2528276,-0.4366569,0.7353122,-0.1671069,-0.4906343,
0.02404775,0.1673327,-0.2528341,-0.436687,0.7353291,-0.167074,-0.4905935,
0.02405,0.1673349,-0.2528411,-0.4367066,0.7352987,-0.1671388,-0.4905994,
0.02405268,0.1673373,-0.2528381,-0.4366587,0.7353182,-0.1671154,-0.4906209,
0.02404697,0.1673412,-0.2528492,-0.4366948,0.7353014,-0.1671373,-0.4906063,
0.02405365,0.1673401,-0.2528391,-0.4366565,0.7353106,-0.1671116,-0.4906355,
0.02404839,0.1673427,-0.2528465,-0.4367077,0.7353005,-0.1671119,-0.4906048,
0.02405056,0.1673262,-0.2528301,-0.4367061,0.7353109,-0.1671126,-0.4905905,
0.02405162,0.1673192,-0.2528249,-0.4367073,0.7353132,-0.1671161,-0.490585,
0.02405664,0.1673331,-0.2528321,-0.4366596,0.7353048,-0.167111,-0.4906417,
0.02405496,0.1673373,-0.2528353,-0.4366643,0.73531,-0.1670983,-0.4906339,
0.02405229,0.167332,-0.2528301,-0.4366398,0.7353103,-0.1671332,-0.4906436,
0.02405475,0.1673376,-0.2528315,-0.4366326,0.7353242,-0.1671182,-0.4906341,
0.02405456,0.1673347,-0.2528331,-0.4366885,0.735296,-0.1671151,-0.4906277,
0.02405237,0.1673434,-0.2528424,-0.4366629,0.7353114,-0.1671182,-0.4906263,
0.02405209,0.1673301,-0.2528354,-0.4367039,0.7353102,-0.1670932,-0.4906002,
0.02405261,0.1673325,-0.2528311,-0.4366749,0.7353072,-0.1671195,-0.4906216,
0.02405011,0.1673283,-0.2528313,-0.4367295,0.7352975,-0.1671286,-0.4905843,
0.02405153,0.1673386,-0.2528372,-0.4366539,0.7353069,-0.1671336,-0.4906359,
0.02405105,0.1673336,-0.2528331,-0.4366546,0.7353116,-0.1671015,-0.4906391,
0.02405626,0.1673419,-0.2528391,-0.4366633,0.7353132,-0.1671117,-0.4906256,
0.02405344,0.1673372,-0.2528318,-0.4366439,0.735311,-0.1671113,-0.4906462,
0.02405228,0.1673411,-0.2528331,-0.4366607,0.735314,-0.167117,-0.4906248,
0.02405296,0.1673423,-0.2528398,-0.4366805,0.7352923,-0.167137,-0.4906329,
0.02405273,0.1673299,-0.252835,-0.4367114,0.7353001,-0.1671097,-0.490603,
0.02405311,0.1673351,-0.252831,-0.4366457,0.735313,-0.1671365,-0.490633,
0.0240527,0.1673386,-0.2528356,-0.4367016,0.7352929,-0.1671316,-0.4906151,
0.02405166,0.1673286,-0.2528312,-0.4366958,0.7352983,-0.1671465,-0.4906071,
0.02405357,0.1673283,-0.252829,-0.4366881,0.7352947,-0.1671325,-0.4906242,
0.02405261,0.1673239,-0.252825,-0.4366987,0.7353001,-0.1671301,-0.4906074,
0.02405336,0.1673286,-0.2528259,-0.4366606,0.7353061,-0.167131,-0.4906319,
0.02405125,0.1673245,-0.2528279,-0.4367026,0.7353049,-0.1671197,-0.4906003,
