-0.001991929,0.3674039,-0.1316628,0.2249724,0.0701357,-0.4223583,-0.8752611,3.065137,-0.4686837,-6.034367,0.2249724,0.0701357,-0.4223583,-0.8752611,3.065137,-0.4686837,-6.034367,0.2249724,0.0701357,-0.4223583,-0.8752611,-0.001991929,0.3674039,-0.1316628,0.2249724,0.0701357,-0.4223583,-0.8752611,3.065137,-0.4686837,-6.034367,0.2249724,0.0701357,-0.4223583,-0.8752611,3.065137,-0.4686837,-6.034367,0.2249724,0.0701357,-0.4223583,-0.8752611,
-0.00191699,0.3673074,-0.1313506,0.2251702,0.06644906,-0.422294,-0.8755288,3.026283,-0.4946406,-6.050412,0.2251702,0.06644906,-0.422294,-0.8755288,3.026283,-0.4946406,-6.050412,0.2251702,0.06644906,-0.422294,-0.8755288,-0.00191699,0.3673074,-0.1313506,0.2251702,0.06644906,-0.422294,-0.8755288,3.026283,-0.4946406,-6.050412,0.2251702,0.06644906,-0.422294,-0.8755288,3.026283,-0.4946406,-6.050412,0.2251702,0.06644906,-0.422294,-0.8755288,
-0.00191699,0.3673074,-0.1313506,0.2251702,0.06644906,-0.422294,-0.8755288,3.026283,-0.4946406,-6.050412,0.2251702,0.06644906,-0.422294,-0.8755288,3.026283,-0.4946406,-6.050412,0.2251702,0.06644906,-0.422294,-0.8755288,-0.00191699,0.3673074,-0.1313506,0.2251702,0.06644906,-0.422294,-0.8755288,3.026283,-0.4946406,-6.050412,0.2251702,0.06644906,-0.422294,-0.8755288,3.026283,-0.4946406,-6.050412,0.2251702,0.06644906,-0.422294,-0.8755288,
-0.001729637,0.3672175,-0.1310116,0.2259435,0.06267058,-0.4225514,-0.8754841,2.989324,-0.5259502,-6.064315,0.2259435,0.06267058,-0.4225514,-0.8754841,2.989324,-0.5259502,-6.064315,0.2259435,0.06267058,-0.4225514,-0.8754841,-0.001729637,0.3672175,-0.1310116,0.2259435,0.06267058,-0.4225514,-0.8754841,2.989324,-0.5259502,-6.064315,0.2259435,0.06267058,-0.4225514,-0.8754841,2.989324,-0.5259502,-6.064315,0.2259435,0.06267058,-0.4225514,-0.8754841,
-0.001729637,0.3672175,-0.1310116,0.2259435,0.06267058,-0.4225514,-0.8754841,2.989324,-0.5259502,-6.064315,0.2259435,0.06267058,-0.4225514,-0.8754841,2.989324,-0.5259502,-6.064315,0.2259435,0.06267058,-0.4225514,-0.8754841,-0.001729637,0.3672175,-0.1310116,0.2259435,0.06267058,-0.4225514,-0.8754841,2.989324,-0.5259502,-6.064315,0.2259435,0.06267058,-0.4225514,-0.8754841,2.989324,-0.5259502,-6.064315,0.2259435,0.06267058,-0.4225514,-0.8754841,
-0.001166245,0.3670916,-0.1308752,0.2264833,0.0600528,-0.4245832,-0.8745445,2.963413,-0.5396283,-6.0754,0.2264833,0.0600528,-0.4245832,-0.8745445,2.963413,-0.5396283,-6.0754,0.2264833,0.0600528,-0.4245832,-0.8745445,-0.001166245,0.3670916,-0.1308752,0.2264833,0.0600528,-0.4245832,-0.8745445,2.963413,-0.5396283,-6.0754,0.2264833,0.0600528,-0.4245832,-0.8745445,2.963413,-0.5396283,-6.0754,0.2264833,0.0600528,-0.4245832,-0.8745445,
-0.0007621757,0.3669493,-0.1310174,0.2250988,0.06076097,-0.4270628,-0.8736453,2.963135,-0.5094222,-6.080431,0.2250988,0.06076097,-0.4270628,-0.8736453,2.963135,-0.5094222,-6.080431,0.2250988,0.06076097,-0.4270628,-0.8736453,-0.0007621757,0.3669493,-0.1310174,0.2250988,0.06076097,-0.4270628,-0.8736453,2.963135,-0.5094222,-6.080431,0.2250988,0.06076097,-0.4270628,-0.8736453,2.963135,-0.5094222,-6.080431,0.2250988,0.06076097,-0.4270628,-0.8736453,
-0.0007621757,0.3669493,-0.1310174,0.2250988,0.06076097,-0.4270628,-0.8736453,2.963135,-0.5094222,-6.080431,0.2250988,0.06076097,-0.4270628,-0.8736453,2.963135,-0.5094222,-6.080431,0.2250988,0.06076097,-0.4270628,-0.8736453,-0.0007621757,0.3669493,-0.1310174,0.2250988,0.06076097,-0.4270628,-0.8736453,2.963135,-0.5094222,-6.080431,0.2250988,0.06076097,-0.4270628,-0.8736453,2.963135,-0.5094222,-6.080431,0.2250988,0.06076097,-0.4270628,-0.8736453,
-0.0006797717,0.3669435,-0.1312356,0.2237936,0.06136744,-0.4283018,-0.8733315,2.962274,-0.4860209,-6.08452,0.2237936,0.06136744,-0.4283018,-0.8733315,2.962274,-0.4860209,-6.08452,0.2237936,0.06136744,-0.4283018,-0.8733315,-0.0006797717,0.3669435,-0.1312356,0.2237936,0.06136744,-0.4283018,-0.8733315,2.962274,-0.4860209,-6.08452,0.2237936,0.06136744,-0.4283018,-0.8733315,2.962274,-0.4860209,-6.08452,0.2237936,0.06136744,-0.4283018,-0.8733315,
-0.0006797717,0.3669435,-0.1312356,0.2237936,0.06136744,-0.4283018,-0.8733315,2.962274,-0.4860209,-6.08452,0.2237936,0.06136744,-0.4283018,-0.8733315,2.962274,-0.4860209,-6.08452,0.2237936,0.06136744,-0.4283018,-0.8733315,-0.0006797717,0.3669435,-0.1312356,0.2237936,0.06136744,-0.4283018,-0.8733315,2.962274,-0.4860209,-6.08452,0.2237936,0.06136744,-0.4283018,-0.8733315,2.962274,-0.4860209,-6.08452,0.2237936,0.06136744,-0.4283018,-0.8733315,
